UsVrnZmV,participant.ethnicity,Response.RT,Response.JOL,Target_Ethnicity,Target_Gender,scored
M20327105RS,White,3144,90,W,M,1
M20327105RS,White,2570,70,W,F,1
M20327105RS,White,3718,80,W,F,1
M20327105RS,White,3616,70,W,F,1
M20327105RS,White,4492,100,B,F,1
M20327105RS,White,6255,70,W,M,0
M20327105RS,White,3665,40,B,M,0
M20327105RS,White,12375,59,W,M,1
M20327105RS,White,2320,90,B,F,1
M20327105RS,White,3693,60,B,M,0
M20327105RS,White,2769,90,W,F,1
M20327105RS,White,3311,50,W,M,1
M20327105RS,White,1662,90,B,F,0
M20327105RS,White,6150,70,B,F,1
M20327105RS,White,2914,30,B,F,0
M20327105RS,White,2290,90,W,F,1
M20327105RS,White,3013,60,W,F,0
M20327105RS,White,2645,90,B,F,1
M20327105RS,White,1763,90,B,M,1
M20327105RS,White,3128,20,B,M,1
M20327105RS,White,2334,60,B,M,0
M20327105RS,White,2474,80,B,M,1
M20327105RS,White,4049,90,W,F,0
M20327105RS,White,2538,70,W,M,1
M20327105RS,White,1806,90,W,F,1
M20327105RS,White,3344,50,B,F,0
M20327105RS,White,1675,90,B,M,0
M20327105RS,White,1899,90,W,F,1
M20327105RS,White,2589,60,B,F,0
M20327105RS,White,3853,30,B,M,0
M20327105RS,White,4395,90,B,M,0
M20327105RS,White,5591,50,W,M,0
M20327105RS,White,3127,20,B,M,1
M20327105RS,White,2999,80,W,F,1
M20327105RS,White,3602,10,W,M,1
M20327105RS,White,2266,90,W,M,1
M20327105RS,White,1906,90,B,F,1
M20327105RS,White,2271,0,W,M,1
M20327179,White,5240,43,B,F,1
M20327179,White,11934,52,B,F,0
M20327179,White,5620,25,B,M,0
M20327179,White,4997,34,B,F,0
M20327179,White,3973,11,B,F,1
M20327179,White,4662,65,B,F,0
M20327179,White,8245,30,W,F,1
M20327179,White,9823,12,B,F,1
M20327179,White,5720,86,W,M,1
M20327179,White,7456,21,W,M,0
M20327179,White,6907,48,W,F,1
M20327179,White,4573,77,B,F,0
M20327179,White,8129,10,B,M,0
M20327179,White,6701,38,B,F,1
M20327179,White,6383,87,B,M,1
M20327179,White,7899,34,W,F,1
M20327179,White,2956,10,W,F,0
M20327179,White,4472,33,W,M,0
M20327179,White,7385,66,B,M,0
M20327179,White,3940,33,B,F,0
M20327179,White,3773,23,B,F,1
M20327179,White,7120,43,W,F,1
M20327179,White,7282,68,B,M,1
M20327179,White,9556,22,W,M,1
M20327179,White,7711,76,B,M,1
M20327179,White,6256,12,W,M,1
M20327179,White,16402,22,W,M,0
M20327179,White,7961,89,B,M,1
M20327179,White,5056,78,W,F,0
M20327179,White,9180,20,W,M,1
M20327179,White,5956,78,B,M,1
M20327179,White,5874,33,W,F,1
M20327179,White,5293,79,W,M,1
M20327179,White,7208,66,W,F,1
M20327179,White,202,NA,W,M,0
M20327179,White,7615,45,B,M,1
M20327179,White,6479,20,W,M,1
M20327179,White,9126,62,B,M,0
M20327179,White,21680,38,W,F,1
M20327179,White,3787,29,W,F,0
M20327180_JY,Asian/Pacific Islander,2603,20,B,M,1
M20327180_JY,Asian/Pacific Islander,7573,40,B,F,1
M20327180_JY,Asian/Pacific Islander,5819,70,W,M,1
M20327180_JY,Asian/Pacific Islander,7257,40,B,M,1
M20327180_JY,Asian/Pacific Islander,2824,60,B,F,0
M20327180_JY,Asian/Pacific Islander,7070,30,B,F,0
M20327180_JY,Asian/Pacific Islander,3212,20,W,F,1
M20327180_JY,Asian/Pacific Islander,2986,30,B,F,0
M20327180_JY,Asian/Pacific Islander,2572,30,W,F,1
M20327180_JY,Asian/Pacific Islander,7875,80,W,M,1
M20327180_JY,Asian/Pacific Islander,6555,70,W,M,1
M20327180_JY,Asian/Pacific Islander,3493,30,B,M,0
M20327180_JY,Asian/Pacific Islander,10078,30,B,F,0
M20327180_JY,Asian/Pacific Islander,4219,80,B,F,1
M20327180_JY,Asian/Pacific Islander,6609,50,B,M,1
M20327180_JY,Asian/Pacific Islander,5053,40,B,F,1
M20327180_JY,Asian/Pacific Islander,4074,20,B,M,1
M20327180_JY,Asian/Pacific Islander,8488,40,W,M,1
M20327180_JY,Asian/Pacific Islander,5667,20,B,F,1
M20327180_JY,Asian/Pacific Islander,4600,50,B,M,0
M20327180_JY,Asian/Pacific Islander,7371,60,B,M,1
M20327180_JY,Asian/Pacific Islander,4178,50,W,F,1
M20327180_JY,Asian/Pacific Islander,2439,70,W,M,1
M20327180_JY,Asian/Pacific Islander,3369,20,W,M,1
M20327180_JY,Asian/Pacific Islander,8893,40,W,F,0
M20327180_JY,Asian/Pacific Islander,8780,60,B,F,1
M20327180_JY,Asian/Pacific Islander,4010,70,B,M,1
M20327180_JY,Asian/Pacific Islander,6032,40,W,F,1
M20327180_JY,Asian/Pacific Islander,4887,60,B,M,1
M20327180_JY,Asian/Pacific Islander,2508,30,W,F,0
M20327180_JY,Asian/Pacific Islander,7315,20,W,F,1
M20327180_JY,Asian/Pacific Islander,12466,30,W,M,0
M20327180_JY,Asian/Pacific Islander,3708,40,B,M,1
M20327180_JY,Asian/Pacific Islander,8455,90,W,M,1
M20327180_JY,Asian/Pacific Islander,4047,70,B,F,1
M20327180_JY,Asian/Pacific Islander,3007,30,W,M,1
M20327180_JY,Asian/Pacific Islander,10330,30,W,F,1
M20327180_JY,Asian/Pacific Islander,6737,30,W,F,1
M20327180_JY,Asian/Pacific Islander,2886,20,W,M,0
M20327180_JY,Asian/Pacific Islander,4866,70,W,F,1
M20327215_JZW,Black,47300,55,B,F,1
M20327215_JZW,Black,14856,98,W,F,1
M20327215_JZW,Black,12091,40,W,F,1
M20327215_JZW,Black,8170,60,B,F,1
M20327215_JZW,Black,50734,45,W,F,1
M20327215_JZW,Black,9179,55,W,M,1
M20327215_JZW,Black,27720,45,W,M,0
M20327215_JZW,Black,9189,35,W,M,1
M20327215_JZW,Black,7431,15,W,M,1
M20327215_JZW,Black,41221,76,W,M,0
M20327215_JZW,Black,20170,56,W,M,1
M20327215_JZW,Black,14213,65,W,M,1
M20327215_JZW,Black,5078,77,W,M,1
M20327215_JZW,Black,13903,89,W,M,1
M20327215_JZW,Black,4965,77,B,F,1
M20327215_JZW,Black,3241,45,B,F,0
M20327215_JZW,Black,12785,80,W,M,1
M20327215_JZW,Black,3646,99,B,M,1
M20327215_JZW,Black,7830,57,B,F,1
M20327215_JZW,Black,5606,78,B,F,1
M20327215_JZW,Black,6248,88,B,F,1
M20327215_JZW,Black,24875,67,B,F,1
M20327215_JZW,Black,9220,55,B,F,1
M20327215_JZW,Black,6474,67,B,F,1
M20327215_JZW,Black,5922,88,B,M,1
M20327215_JZW,Black,3308,88,B,M,0
M20327215_JZW,Black,4434,98,B,M,1
M20327215_JZW,Black,15371,90,B,M,1
M20327215_JZW,Black,7046,95,B,M,1
M20327215_JZW,Black,48234,80,B,M,1
M20327215_JZW,Black,8954,67,W,F,1
M20327215_JZW,Black,12260,10,B,M,1
M20327215_JZW,Black,5955,78,B,M,1
M20327215_JZW,Black,11082,90,B,M,1
M20327215_JZW,Black,4494,89,W,F,1
M20327215_JZW,Black,23253,48,W,F,1
M20327215_JZW,Black,12986,37,W,F,0
M20327215_JZW,Black,11288,85,W,F,1
M20327215_JZW,Black,7251,78,W,F,1
M20327215_JZW,Black,6036,67,W,F,1
m20327605,American Indian/Alaskan Native,2013,30,B,F,1
m20327605,American Indian/Alaskan Native,1779,30,B,M,1
m20327605,American Indian/Alaskan Native,2257,30,B,F,1
m20327605,American Indian/Alaskan Native,2218,10,B,M,1
m20327605,American Indian/Alaskan Native,2038,40,B,M,1
m20327605,American Indian/Alaskan Native,3544,80,B,M,1
m20327605,American Indian/Alaskan Native,2599,100,B,F,1
m20327605,American Indian/Alaskan Native,4362,100,W,F,1
m20327605,American Indian/Alaskan Native,1822,40,B,M,1
m20327605,American Indian/Alaskan Native,3960,85,B,M,1
m20327605,American Indian/Alaskan Native,3077,55,B,F,1
m20327605,American Indian/Alaskan Native,2279,20,B,M,1
m20327605,American Indian/Alaskan Native,2110,40,B,F,1
m20327605,American Indian/Alaskan Native,3144,100,W,F,1
m20327605,American Indian/Alaskan Native,3128,60,B,M,1
m20327605,American Indian/Alaskan Native,3683,20,W,M,1
m20327605,American Indian/Alaskan Native,1829,56,W,F,0
m20327605,American Indian/Alaskan Native,2119,28,B,M,1
m20327605,American Indian/Alaskan Native,2548,70,B,M,1
m20327605,American Indian/Alaskan Native,1843,59,B,F,1
m20327605,American Indian/Alaskan Native,2241,30,B,F,0
m20327605,American Indian/Alaskan Native,2439,55,W,M,1
m20327605,American Indian/Alaskan Native,2374,40,W,F,1
m20327605,American Indian/Alaskan Native,4237,100,W,F,1
m20327605,American Indian/Alaskan Native,4035,75,W,F,1
m20327605,American Indian/Alaskan Native,1814,30,W,M,1
m20327605,American Indian/Alaskan Native,2901,70,B,F,1
m20327605,American Indian/Alaskan Native,2230,20,W,F,1
m20327605,American Indian/Alaskan Native,3994,70,W,F,1
m20327605,American Indian/Alaskan Native,4101,60,W,M,1
m20327605,American Indian/Alaskan Native,3170,20,W,M,1
m20327605,American Indian/Alaskan Native,2395,45,W,F,1
m20327605,American Indian/Alaskan Native,3803,29,W,M,1
m20327605,American Indian/Alaskan Native,1691,20,W,F,0
m20327605,American Indian/Alaskan Native,4901,25,W,M,1
m20327605,American Indian/Alaskan Native,1794,20,W,M,1
m20327605,American Indian/Alaskan Native,2337,30,B,F,1
m20327605,American Indian/Alaskan Native,3084,50,W,M,1
m20327605,American Indian/Alaskan Native,1639,40,B,F,0
m20327605,American Indian/Alaskan Native,1751,50,W,M,1
M20327840_YRX,Black,9922,89,W,F,1
M20327840_YRX,Black,4319,84,W,F,1
M20327840_YRX,Black,9623,73,W,M,1
M20327840_YRX,Black,8176,75,W,M,1
M20327840_YRX,Black,3840,74,W,M,1
M20327840_YRX,Black,10170,62,W,M,1
M20327840_YRX,Black,5611,80,W,M,1
M20327840_YRX,Black,3641,85,W,M,1
M20327840_YRX,Black,9938,85,W,M,1
M20327840_YRX,Black,10401,94,W,M,1
M20327840_YRX,Black,3907,75,W,M,1
M20327840_YRX,Black,7500,71,B,M,1
M20327840_YRX,Black,5452,65,B,M,1
M20327840_YRX,Black,3111,70,W,F,1
M20327840_YRX,Black,9068,82,B,F,1
M20327840_YRX,Black,4351,84,B,F,0
M20327840_YRX,Black,4304,95,B,F,1
M20327840_YRX,Black,4942,73,B,F,1
M20327840_YRX,Black,5256,100,B,F,1
M20327840_YRX,Black,3989,86,B,F,0
M20327840_YRX,Black,6853,77,B,F,1
M20327840_YRX,Black,4377,93,B,F,1
M20327840_YRX,Black,4740,88,B,F,1
M20327840_YRX,Black,6814,80,B,F,1
M20327840_YRX,Black,7552,90,W,F,1
M20327840_YRX,Black,11897,92,W,F,1
M20327840_YRX,Black,11142,91,B,M,1
M20327840_YRX,Black,4207,100,B,M,1
M20327840_YRX,Black,6510,74,B,M,1
M20327840_YRX,Black,11386,78,B,M,1
M20327840_YRX,Black,5677,63,B,M,1
M20327840_YRX,Black,6810,100,B,M,1
M20327840_YRX,Black,4245,72,B,M,0
M20327840_YRX,Black,3974,54,B,M,1
M20327840_YRX,Black,6046,77,W,F,1
M20327840_YRX,Black,6430,86,W,F,1
M20327840_YRX,Black,4155,64,W,F,1
M20327840_YRX,Black,5205,72,W,F,0
M20327840_YRX,Black,3234,100,W,F,1
M20327840_YRX,Black,7408,87,W,M,1
M20330209_ZS,Other/unknown,8971,75,W,M,1
M20330209_ZS,Other/unknown,6460,50,B,F,1
M20330209_ZS,Other/unknown,19845,65,B,F,1
M20330209_ZS,Other/unknown,24576,67,W,F,1
M20330209_ZS,Other/unknown,15376,56,B,F,1
M20330209_ZS,Other/unknown,22064,10,B,F,1
M20330209_ZS,Other/unknown,15611,80,B,M,0
M20330209_ZS,Other/unknown,10465,60,W,F,0
M20330209_ZS,Other/unknown,6786,87,B,F,1
M20330209_ZS,Other/unknown,36642,67,W,F,0
M20330209_ZS,Other/unknown,24097,89,B,M,1
M20330209_ZS,Other/unknown,21766,87,W,M,0
M20330209_ZS,Other/unknown,290,NA,B,M,0
M20330209_ZS,Other/unknown,11482,80,B,M,1
M20330209_ZS,Other/unknown,6090,80,W,M,0
M20330209_ZS,Other/unknown,9492,70,B,F,1
M20330209_ZS,Other/unknown,7723,50,B,F,1
M20330209_ZS,Other/unknown,14175,65,W,F,0
M20330209_ZS,Other/unknown,5227,40,W,F,1
M20330209_ZS,Other/unknown,6983,80,W,M,1
M20330209_ZS,Other/unknown,27614,76,W,M,1
M20330209_ZS,Other/unknown,27927,40,B,F,0
M20330209_ZS,Other/unknown,8862,60,B,F,0
M20330209_ZS,Other/unknown,13070,78,B,M,1
M20330209_ZS,Other/unknown,22324,63,W,F,0
M20330209_ZS,Other/unknown,25598,87,B,M,1
M20330209_ZS,Other/unknown,5872,90,B,M,0
M20330209_ZS,Other/unknown,7651,90,B,M,0
M20330209_ZS,Other/unknown,7205,79,W,M,1
M20330209_ZS,Other/unknown,20510,45,W,F,1
M20330209_ZS,Other/unknown,8026,68,B,M,1
M20330209_ZS,Other/unknown,24999,74,W,F,0
M20330209_ZS,Other/unknown,16074,54,W,F,1
M20330209_ZS,Other/unknown,23988,78,W,M,0
M20330209_ZS,Other/unknown,26181,56,B,F,0
M20330209_ZS,Other/unknown,7428,86,W,M,1
M20330209_ZS,Other/unknown,5326,65,W,F,1
M20330209_ZS,Other/unknown,22435,78,W,M,1
M20330209_ZS,Other/unknown,4210,87,B,M,1
M20330209_ZS,Other/unknown,4006,87,W,M,0
M20331541,Other/unknown,3794,25,B,F,1
M20331541,Other/unknown,13358,30,B,F,0
M20331541,Other/unknown,20238,20,W,M,1
M20331541,Other/unknown,9619,30,B,F,1
M20331541,Other/unknown,7080,20,B,M,0
M20331541,Other/unknown,4790,40,W,F,1
M20331541,Other/unknown,5225,10,B,F,1
M20331541,Other/unknown,8454,80,W,M,1
M20331541,Other/unknown,4484,30,B,F,1
M20331541,Other/unknown,6047,30,B,F,1
M20331541,Other/unknown,5104,15,W,F,0
M20331541,Other/unknown,4283,30,B,M,1
M20331541,Other/unknown,14997,80,B,M,1
M20331541,Other/unknown,12197,10,B,M,1
M20331541,Other/unknown,4135,20,W,F,1
M20331541,Other/unknown,2790,10,W,M,1
M20331541,Other/unknown,3454,20,B,M,1
M20331541,Other/unknown,4327,70,B,F,1
M20331541,Other/unknown,5848,20,B,M,1
M20331541,Other/unknown,5371,50,W,M,1
M20331541,Other/unknown,5142,70,W,F,1
M20331541,Other/unknown,5723,40,B,M,1
M20331541,Other/unknown,8136,20,W,M,1
M20331541,Other/unknown,12795,40,B,F,1
M20331541,Other/unknown,4728,70,W,M,1
M20331541,Other/unknown,5244,10,W,M,1
M20331541,Other/unknown,4182,20,W,F,1
M20331541,Other/unknown,7303,40,B,F,1
M20331541,Other/unknown,21684,15,B,F,1
M20331541,Other/unknown,3420,90,W,F,1
M20331541,Other/unknown,12115,15,W,M,1
M20331541,Other/unknown,5778,85,W,M,1
M20331541,Other/unknown,9418,30,W,F,1
M20331541,Other/unknown,6153,30,W,F,1
M20331541,Other/unknown,7160,95,B,M,1
M20331541,Other/unknown,5564,20,W,F,1
M20331541,Other/unknown,5593,10,W,M,0
M20331541,Other/unknown,25449,30,B,M,1
M20331541,Other/unknown,5354,95,B,M,1
M20331541,Other/unknown,12724,20,W,F,1
M20331863_TL,Other/unknown,4404,30,B,F,1
M20331863_TL,Other/unknown,6863,20,W,M,1
M20331863_TL,Other/unknown,11949,32,B,F,1
M20331863_TL,Other/unknown,3589,50,B,M,1
M20331863_TL,Other/unknown,3532,30,B,M,1
M20331863_TL,Other/unknown,4594,40,B,F,1
M20331863_TL,Other/unknown,9970,40,W,M,1
M20331863_TL,Other/unknown,4310,50,W,M,1
M20331863_TL,Other/unknown,8302,55,W,F,1
M20331863_TL,Other/unknown,12217,50,B,M,1
M20331863_TL,Other/unknown,3596,36,B,F,1
M20331863_TL,Other/unknown,2639,40,W,M,1
M20331863_TL,Other/unknown,4181,39,B,F,1
M20331863_TL,Other/unknown,2725,60,B,F,1
M20331863_TL,Other/unknown,7964,35,B,M,1
M20331863_TL,Other/unknown,2623,30,B,F,1
M20331863_TL,Other/unknown,3002,40,B,F,1
M20331863_TL,Other/unknown,7563,40,W,M,1
M20331863_TL,Other/unknown,6908,40,B,F,1
M20331863_TL,Other/unknown,9847,50,B,M,1
M20331863_TL,Other/unknown,7917,30,W,F,1
M20331863_TL,Other/unknown,5765,45,W,F,1
M20331863_TL,Other/unknown,2891,30,W,F,1
M20331863_TL,Other/unknown,3266,15,W,M,1
M20331863_TL,Other/unknown,3166,1,W,F,1
M20331863_TL,Other/unknown,3291,16,B,F,1
M20331863_TL,Other/unknown,7571,30,B,M,1
M20331863_TL,Other/unknown,6517,34,W,F,1
M20331863_TL,Other/unknown,9712,60,B,M,1
M20331863_TL,Other/unknown,12614,29,W,M,1
M20331863_TL,Other/unknown,5178,50,B,M,1
M20331863_TL,Other/unknown,2439,9,W,M,1
M20331863_TL,Other/unknown,2278,2,W,M,0
M20331863_TL,Other/unknown,2282,40,W,F,0
M20331863_TL,Other/unknown,4979,50,B,M,1
M20331863_TL,Other/unknown,13918,60,W,F,1
M20331863_TL,Other/unknown,12725,30,W,F,1
M20331863_TL,Other/unknown,3544,50,W,F,1
M20331863_TL,Other/unknown,5887,50,B,M,1
M20331863_TL,Other/unknown,9540,40,W,M,1
M20332017!WJ,Other/unknown,4538,60,W,M,1
M20332017!WJ,Other/unknown,2940,100,W,M,1
M20332017!WJ,Other/unknown,1611,100,B,M,0
M20332017!WJ,Other/unknown,2982,40,B,M,1
M20332017!WJ,Other/unknown,2338,100,B,F,1
M20332017!WJ,Other/unknown,6126,90,B,M,1
M20332017!WJ,Other/unknown,4321,90,B,F,1
M20332017!WJ,Other/unknown,6729,80,W,F,0
M20332017!WJ,Other/unknown,4728,50,B,M,0
M20332017!WJ,Other/unknown,10904,90,B,M,1
M20332017!WJ,Other/unknown,2630,40,W,F,0
M20332017!WJ,Other/unknown,6813,90,B,F,1
M20332017!WJ,Other/unknown,2698,60,B,M,0
M20332017!WJ,Other/unknown,5583,70,W,M,1
M20332017!WJ,Other/unknown,4513,90,W,M,1
M20332017!WJ,Other/unknown,3243,90,B,F,0
M20332017!WJ,Other/unknown,2727,60,B,F,0
M20332017!WJ,Other/unknown,2078,100,W,M,1
M20332017!WJ,Other/unknown,3109,70,B,F,0
M20332017!WJ,Other/unknown,6757,60,W,M,1
M20332017!WJ,Other/unknown,1941,100,W,M,1
M20332017!WJ,Other/unknown,3022,70,W,M,0
M20332017!WJ,Other/unknown,2583,100,W,M,1
M20332017!WJ,Other/unknown,5238,90,W,M,1
M20332017!WJ,Other/unknown,3314,40,W,F,0
M20332017!WJ,Other/unknown,2472,40,W,F,1
M20332017!WJ,Other/unknown,3079,100,W,F,0
M20332017!WJ,Other/unknown,2345,50,B,F,1
M20332017!WJ,Other/unknown,1786,100,W,F,1
M20332017!WJ,Other/unknown,2601,100,B,M,1
M20332017!WJ,Other/unknown,2313,30,B,F,1
M20332017!WJ,Other/unknown,3635,30,W,F,1
M20332017!WJ,Other/unknown,5737,30,W,F,0
M20332017!WJ,Other/unknown,2336,40,B,F,1
M20332017!WJ,Other/unknown,3895,30,W,F,0
M20332017!WJ,Other/unknown,3421,60,B,M,1
M20332017!WJ,Other/unknown,3471,100,B,M,1
M20332017!WJ,Other/unknown,3492,60,B,F,1
M20332017!WJ,Other/unknown,2426,80,W,F,1
M20332017!WJ,Other/unknown,3364,50,B,M,1
M20332017WJ,Other/unknown,1759,90,W,F,1
M20332017WJ,Other/unknown,1544,40,W,F,0
M20332017WJ,Other/unknown,1825,60,B,M,0
M20332017WJ,Other/unknown,2071,40,W,M,0
M20332017WJ,Other/unknown,2007,40,W,F,0
M20332017WJ,Other/unknown,2768,30,W,M,1
M20332017WJ,Other/unknown,2368,50,B,M,0
M20332017WJ,Other/unknown,14989,60,B,F,0
M20332017WJ,Other/unknown,2784,40,B,M,1
M20332017WJ,Other/unknown,1636,80,W,M,0
M20332017WJ,Other/unknown,1475,60,B,F,1
M20332017WJ,Other/unknown,2158,60,B,F,1
M20332017WJ,Other/unknown,1270,70,B,M,1
M20332017WJ,Other/unknown,5560,50,W,F,0
M20332017WJ,Other/unknown,2701,55,W,M,1
M20332017WJ,Other/unknown,2104,90,B,F,1
M20332017WJ,Other/unknown,2110,40,W,M,0
M20332017WJ,Other/unknown,2601,70,B,F,1
M20332017WJ,Other/unknown,2278,90,B,F,1
M20332017WJ,Other/unknown,2180,80,W,M,1
M20332017WJ,Other/unknown,1326,80,W,F,1
M20332017WJ,Other/unknown,1563,90,B,F,1
M20332017WJ,Other/unknown,1681,90,B,F,0
M20332017WJ,Other/unknown,1146,70,B,F,1
M20332017WJ,Other/unknown,1597,60,B,M,1
M20332017WJ,Other/unknown,1974,40,W,F,1
M20332017WJ,Other/unknown,2206,50,W,M,1
M20332017WJ,Other/unknown,2135,30,B,M,1
M20332017WJ,Other/unknown,1791,70,B,M,1
M20332017WJ,Other/unknown,2755,50,B,M,1
M20332017WJ,Other/unknown,2996,50,B,F,0
M20332017WJ,Other/unknown,1626,90,W,M,1
M20332017WJ,Other/unknown,8536,40,B,M,1
M20332017WJ,Other/unknown,1771,80,W,F,0
M20332017WJ,Other/unknown,4412,60,W,F,1
M20332017WJ,Other/unknown,1982,40,W,M,0
M20332017WJ,Other/unknown,2217,40,B,M,0
M20332017WJ,Other/unknown,1632,70,W,F,1
M20332017WJ,Other/unknown,1653,90,W,M,1
M20332017WJ,Other/unknown,2045,40,W,F,0
M20332064_sY,White,1006,0,B,F,0
M20332064_sY,White,2709,10,B,F,1
M20332064_sY,White,707,0,B,F,1
M20332064_sY,White,1730,0,B,M,0
M20332064_sY,White,2611,30,B,F,0
M20332064_sY,White,1637,20,B,M,1
M20332064_sY,White,2427,0,W,M,1
M20332064_sY,White,1679,30,W,M,0
M20332064_sY,White,3861,40,B,M,1
M20332064_sY,White,1516,0,B,F,1
M20332064_sY,White,2484,70,W,M,1
M20332064_sY,White,2779,20,B,M,0
M20332064_sY,White,2040,0,B,M,0
M20332064_sY,White,3520,20,B,F,1
M20332064_sY,White,2717,30,B,F,1
M20332064_sY,White,1305,0,B,F,0
M20332064_sY,White,2496,50,W,F,1
M20332064_sY,White,1829,0,W,M,1
M20332064_sY,White,1754,20,W,M,1
M20332064_sY,White,1618,20,B,F,0
M20332064_sY,White,2992,50,W,M,1
M20332064_sY,White,2117,30,W,F,1
M20332064_sY,White,2245,20,B,F,1
M20332064_sY,White,941,0,B,M,1
M20332064_sY,White,1581,60,W,M,1
M20332064_sY,White,6878,20,W,M,1
M20332064_sY,White,3901,40,W,F,1
M20332064_sY,White,1502,0,B,M,0
M20332064_sY,White,5955,20,W,M,0
M20332064_sY,White,2508,50,W,F,1
M20332064_sY,White,1979,20,W,F,1
M20332064_sY,White,3612,0,B,M,0
M20332064_sY,White,1583,50,W,F,1
M20332064_sY,White,1857,20,B,M,1
M20332064_sY,White,2046,40,W,F,1
M20332064_sY,White,1620,0,B,M,0
M20332064_sY,White,2376,80,W,F,0
M20332064_sY,White,2113,60,W,F,1
M20332064_sY,White,1910,40,W,M,1
M20332064_sY,White,3225,40,W,F,1
M20332102,Asian/Pacific Islander,3360,20,W,M,1
M20332102,Asian/Pacific Islander,3663,100,W,M,1
M20332102,Asian/Pacific Islander,3323,70,B,M,1
M20332102,Asian/Pacific Islander,3721,40,B,F,1
M20332102,Asian/Pacific Islander,8204,100,W,M,1
M20332102,Asian/Pacific Islander,3748,100,W,M,1
M20332102,Asian/Pacific Islander,3651,80,B,M,1
M20332102,Asian/Pacific Islander,5309,90,B,F,1
M20332102,Asian/Pacific Islander,6029,50,B,F,1
M20332102,Asian/Pacific Islander,3507,10,B,M,0
M20332102,Asian/Pacific Islander,9102,70,W,M,1
M20332102,Asian/Pacific Islander,9892,100,B,M,1
M20332102,Asian/Pacific Islander,7274,100,B,F,0
M20332102,Asian/Pacific Islander,3482,90,B,F,1
M20332102,Asian/Pacific Islander,5511,60,W,M,1
M20332102,Asian/Pacific Islander,4552,80,B,F,1
M20332102,Asian/Pacific Islander,4448,100,W,M,1
M20332102,Asian/Pacific Islander,4661,20,B,M,1
M20332102,Asian/Pacific Islander,3158,20,B,M,1
M20332102,Asian/Pacific Islander,3416,60,W,F,0
M20332102,Asian/Pacific Islander,3002,50,B,M,1
M20332102,Asian/Pacific Islander,10130,12,B,M,1
M20332102,Asian/Pacific Islander,5799,6,W,M,1
M20332102,Asian/Pacific Islander,5777,30,W,F,0
M20332102,Asian/Pacific Islander,13479,50,W,F,1
M20332102,Asian/Pacific Islander,4229,20,B,F,0
M20332102,Asian/Pacific Islander,5790,80,B,F,1
M20332102,Asian/Pacific Islander,4778,100,W,F,1
M20332102,Asian/Pacific Islander,4532,90,W,F,1
M20332102,Asian/Pacific Islander,3832,60,W,F,1
M20332102,Asian/Pacific Islander,5135,80,W,M,1
M20332102,Asian/Pacific Islander,4994,10,W,F,1
M20332102,Asian/Pacific Islander,4803,90,B,F,1
M20332102,Asian/Pacific Islander,3521,90,B,F,1
M20332102,Asian/Pacific Islander,4467,40,W,M,1
M20332102,Asian/Pacific Islander,6019,30,B,M,1
M20332102,Asian/Pacific Islander,7561,70,W,F,1
M20332102,Asian/Pacific Islander,7634,100,W,F,1
M20332102,Asian/Pacific Islander,5847,60,B,M,1
M20332102,Asian/Pacific Islander,10064,80,W,F,1
M20332352SV,Black,2249,60,W,M,0
M20332352SV,Black,1507,80,B,F,0
M20332352SV,Black,2895,65,B,F,1
M20332352SV,Black,2768,80,B,F,1
M20332352SV,Black,1537,0,B,M,1
M20332352SV,Black,1711,70,B,F,1
M20332352SV,Black,2747,50,W,F,1
M20332352SV,Black,2691,100,B,F,1
M20332352SV,Black,1917,70,W,M,0
M20332352SV,Black,2218,70,W,M,0
M20332352SV,Black,2161,35,W,M,1
M20332352SV,Black,1396,70,B,M,0
M20332352SV,Black,2653,80,B,F,1
M20332352SV,Black,4348,50,W,M,1
M20332352SV,Black,3004,80,B,M,1
M20332352SV,Black,4009,0,B,M,1
M20332352SV,Black,1526,40,W,M,0
M20332352SV,Black,4091,70,B,M,0
M20332352SV,Black,7283,100,B,F,1
M20332352SV,Black,2429,100,B,F,1
M20332352SV,Black,2498,90,B,M,1
M20332352SV,Black,1521,60,B,M,0
M20332352SV,Black,1489,50,B,M,1
M20332352SV,Black,2921,90,B,F,1
M20332352SV,Black,6379,60,W,M,0
M20332352SV,Black,4077,10,W,M,1
M20332352SV,Black,4912,90,B,M,1
M20332352SV,Black,1687,70,B,F,1
M20332352SV,Black,2071,70,W,F,0
M20332352SV,Black,1420,86,W,F,0
M20332352SV,Black,3032,60,W,M,1
M20332352SV,Black,2004,40,W,M,1
M20332352SV,Black,3599,75,W,F,1
M20332352SV,Black,3512,90,W,F,1
M20332352SV,Black,4465,100,B,M,1
M20332352SV,Black,2167,80,W,F,0
M20332352SV,Black,1667,70,W,F,1
M20332352SV,Black,2648,40,W,F,0
M20332352SV,Black,1587,50,W,F,0
M20332352SV,Black,2343,70,W,F,0
M20332440!ZS,Other/unknown,1869,1000,W,F,1
M20332440!ZS,Other/unknown,2567,100,B,M,0
M20332440!ZS,Other/unknown,3796,80,W,M,1
M20332440!ZS,Other/unknown,2053,100,B,F,1
M20332440!ZS,Other/unknown,6662,100,B,F,1
M20332440!ZS,Other/unknown,5872,60,B,M,1
M20332440!ZS,Other/unknown,2791,100,B,M,0
M20332440!ZS,Other/unknown,6324,100,B,F,1
M20332440!ZS,Other/unknown,1934,100,B,F,1
M20332440!ZS,Other/unknown,7551,100,B,M,1
