"Username","participant_ethnicity","Response.RT","key","Target_Ethnicity","Target_Gender","scored"
"J00908264LN","Black",3122,"NEW","W","F",0
"J00908264LN","Black",2787,"NEW","W","F",0
"J00908264LN","Black",2140,"NEW","B","M",0
"J00908264LN","Black",1937,"OLD","B","M",0
"J00908264LN","Black",3903,"NEW","W","M",0
"J00908264LN","Black",9585,"NEW","W","F",0
"J00908264LN","Black",10665,"NEW","W","M",0
"J00908264LN","Black",9973,"NEW","W","F",0
"J00908264LN","Black",10247,"OLD","W","M",0
"J00908264LN","Black",5348,"NEW","W","M",0
"J00908264LN","Black",3154,"NEW","B","F",0
"J00908264LN","Black",12828,"OLD","W","M",0
"J00908264LN","Black",9181,"NEW","W","M",0
"J00908264LN","Black",4027,"NEW","B","M",0
"J00908264LN","Black",26802,"OLD","W","M",0
"J00908264LN","Black",2014,"NEW","W","M",0
"J00908264LN","Black",8635,"OLD","W","F",1
"J00914039Z.R.","Black",2856,"OLD","W","M",1
"J00914039Z.R.","Black",3187,"OLD","B","M",1
"J00914039Z.R.","Black",2186,"OLD","B","M",0
"J00914039Z.R.","Black",5203,"OLD","W","M",0
"J00914039Z.R.","Black",4116,"OLD","B","F",1
"J00914039Z.R.","Black",11912,"NEW","W","F",0
"J00914039Z.R.","Black",2434,"OLD","W","F",1
"J00914039Z.R.","Black",3166,"OLD","W","M",0
"J00914039Z.R.","Black",3334,"OLD","B","F",0
"J00914039Z.R.","Black",4886,"OLD","B","M",0
"J00914039Z.R.","Black",3203,"NEW","W","F",0
"J00914039Z.R.","Black",2701,"OLD","B","F",1
"J00914039Z.R.","Black",6027,"OLD","W","F",0
"J00914039Z.R.","Black",2678,"NEW","B","F",0
"J00914039Z.R.","Black",2267,"NEW","B","F",1
"J00914039Z.R.","Black",4109,"OLD","W","F",0
"J00914039Z.R.","Black",4657,"OLD","W","M",0
"J00914039Z.R.","Black",3293,"NEW","B","F",0
"J00914039Z.R.","Black",3443,"OLD","B","M",0
"J00914039Z.R.","Black",2107,"OLD","B","M",1
"J00914039Z.R.","Black",2040,"OLD","W","F",0
"J00914039Z.R.","Black",7990,"NEW","W","M",0
"J00914039Z.R.","Black",18231,"NEW","B","M",0
"J00914039Z.R.","Black",5446,"OLD","B","M",0
"J00914039Z.R.","Black",4196,"OLD","B","M",0
"J00914039Z.R.","Black",2894,"OLD","B","F",1
"J00914039Z.R.","Black",2126,"OLD","B","M",1
"J00914039Z.R.","Black",4076,"OLD","B","M",1
"J00914039Z.R.","Black",3772,"OLD","B","M",0
"J00914039Z.R.","Black",2566,"OLD","W","M",0
"J00914039Z.R.","Black",2171,"OLD","W","F",1
"J00914039Z.R.","Black",2530,"OLD","B","F",1
"J00914039Z.R.","Black",4068,"OLD","W","F",0
"J00914039Z.R.","Black",2344,"OLD","B","F",1
"J00914039Z.R.","Black",1990,"OLD","B","F",1
"J00914039Z.R.","Black",2543,"NEW","W","M",0
"J00914039Z.R.","Black",2393,"OLD","W","F",0
"J00914039Z.R.","Black",1980,"NEW","B","F",0
"J00914039Z.R.","Black",2592,"NEW","B","F",0
"J00914039Z.R.","Black",2471,"OLD","W","M",0
"J00914039Z.R.","Black",4770,"OLD","W","F",1
"J00914039Z.R.","Black",2606,"OLD","W","M",0
"J00914039Z.R.","Black",2823,"OLD","B","F",0
"J00914039Z.R.","Black",4243,"NEW","W","F",0
"J00914039Z.R.","Black",3290,"NEW","B","M",0
"J00914039Z.R.","Black",7027,"NEW","B","F",0
"J00914039Z.R.","Black",3474,"OLD","W","M",1
"J00914039Z.R.","Black",2453,"OLD","W","F",0
"J00914039Z.R.","Black",3185,"NEW","W","F",0
"J00914039Z.R.","Black",4595,"NEW","W","M",0
"J00914039Z.R.","Black",8164,"NEW","B","M",0
"J00914039Z.R.","Black",5888,"NEW","B","M",0
"J00914039Z.R.","Black",2319,"NEW","W","M",0
"J00914039Z.R.","Black",2499,"OLD","W","F",1
"J00914039Z.R.","Black",2198,"NEW","W","M",0
"J00914039Z.R.","Black",2729,"NEW","W","M",1
"J00914039Z.R.","Black",3366,"NEW","B","F",0
"J00914039Z.R.","Black",7841,"NEW","W","F",0
"J00914039Z.R.","Black",2399,"NEW","B","M",0
"J00914039Z.R.","Black",2513,"NEW","W","F",0
"J00914039Z.R.","Black",2272,"NEW","B","F",0
"J00914039Z.R.","Black",2117,"OLD","B","F",1
"J00914039Z.R.","Black",2557,"NEW","B","M",0
"J00914039Z.R.","Black",3073,"OLD","W","M",1
"J00914039Z.R.","Black",2177,"NEW","W","M",1
"J00914039Z.R.","Black",2180,"NEW","B","M",0
"J00914039Z.R.","Black",2173,"NEW","W","M",0
"J00914039Z.R.","Black",3655,"NEW","W","F",0
"J00914039Z.R.","Black",4416,"NEW","W","M",0
"J00914039Z.R.","Black",2632,"NEW","B","F",1
"J00914039Z.R.","Black",3238,"NEW","W","M",0
"J00914039Z.R.","Black",2372,"NEW","B","M",1
"J00914039Z.R.","Black",3093,"OLD","W","M",0
"J00914039Z.R.","Black",3529,"OLD","B","F",1
"J00914039Z.R.","Black",3005,"NEW","W","F",1
"J00914039Z.R.","Black",4894,"NEW","B","M",1
"J00914039Z.R.","Black",5048,"NEW","B","F",0
"J00914039Z.R.","Black",2213,"NEW","B","M",1
"J00914039Z.R.","Black",2769,"NEW","W","F",1
"J00914039Z.R.","Black",2608,"NEW","W","F",1
"J009143cb","Black",1443,"OLD","B","F",1
"J009143cb","Black",1700,"NEW","W","F",0
"J009143cb","Black",3762,"NEW","B","M",1
"J009143cb","Black",1761,"OLD","W","M",1
"J009143cb","Black",1586,"OLD","B","F",1
"J009143cb","Black",1706,"OLD","W","F",1
"J009143cb","Black",1385,"OLD","W","F",1
"J009143cb","Black",1248,"OLD","W","F",1
"J009143cb","Black",1429,"OLD","B","F",1
"J009143cb","Black",1316,"OLD","B","F",1
"J009143cb","Black",1329,"OLD","W","F",1
"J009143cb","Black",1414,"NEW","B","M",1
"J009143cb","Black",1364,"OLD","B","F",0
"J009143cb","Black",1783,"NEW","B","M",0
"J009143cb","Black",1392,"NEW","W","F",1
"J009143cb","Black",1397,"OLD","B","M",1
"J009143cb","Black",1507,"OLD","B","M",1
"J009143cb","Black",1388,"OLD","W","F",1
"J009143cb","Black",5556,"NEW","B","M",0
"J009143cb","Black",1425,"OLD","B","F",1
"J009143cb","Black",1336,"OLD","B","M",1
"J009143cb","Black",1217,"OLD","W","M",1
"J009143cb","Black",1622,"NEW","B","F",0
"J009143cb","Black",1538,"NEW","W","F",0
"J009143cb","Black",2349,"OLD","W","M",1
"J009143cb","Black",1668,"OLD","B","M",1
"J009143cb","Black",3020,"OLD","B","M",1
"J009143cb","Black",1565,"OLD","W","M",1
"J009143cb","Black",1497,"OLD","W","M",1
"J009143cb","Black",5025,"NEW","B","F",0
"J009143cb","Black",1534,"NEW","B","F",0
"J009143cb","Black",1453,"NEW","W","F",0
"J009143cb","Black",5440,"NEW","W","F",0
"J009143cb","Black",2362,"NEW","W","M",0
"J009143cb","Black",1612,"NEW","W","M",0
"J009143cb","Black",1476,"OLD","W","F",1
"J009143cb","Black",3283,"OLD","W","F",1
"J009143cb","Black",2272,"NEW","B","F",0
"J009143cb","Black",1420,"OLD","W","F",1
"J009143cb","Black",1898,"OLD","W","M",1
"J009143cb","Black",1572,"NEW","W","F",0
"J009143cb","Black",1471,"OLD","B","F",1
"J009143cb","Black",1569,"NEW","W","M",0
"J009143cb","Black",1725,"OLD","W","M",1
"J009143cb","Black",2891,"NEW","W","F",0
"J009143cb","Black",4007,"NEW","B","F",0
"J009143cb","Black",2191,"NEW","W","M",0
"J009143cb","Black",2010,"NEW","B","F",0
"J009143cb","Black",1369,"NEW","B","M",0
"J009143cb","Black",1356,"NEW","B","M",0
"J009143cb","Black",2279,"OLD","W","F",1
"J009143cb","Black",1307,"NEW","W","M",0
"J009143cb","Black",1339,"NEW","W","M",0
"J009143cb","Black",1520,"OLD","W","F",1
"J009143cb","Black",1337,"NEW","W","F",0
"J009143cb","Black",1365,"OLD","B","M",1
"J009143cb","Black",1552,"NEW","W","M",0
"J009143cb","Black",1505,"NEW","B","M",0
"J009143cb","Black",2256,"NEW","B","F",0
"J009143cb","Black",1489,"NEW","W","M",0
"J009143cb","Black",1620,"NEW","W","F",0
"J009143cb","Black",1283,"NEW","B","M",0
"J009143cb","Black",1702,"NEW","B","F",1
"J009143cb","Black",1612,"OLD","B","F",1
"J009143cb","Black",1864,"OLD","B","M",1
"J009143cb","Black",1361,"NEW","B","F",0
"J009143cb","Black",1386,"OLD","B","M",1
"J009143cb","Black",1458,"OLD","B","F",1
"J009143cb","Black",1346,"OLD","B","M",1
"J009143cb","Black",1300,"NEW","W","M",0
"J009143cb","Black",1718,"OLD","W","M",1
"J009143cb","Black",1227,"OLD","W","M",1
"J009143cb","Black",1830,"NEW","B","F",0
"J009143cb","Black",1943,"OLD","B","M",1
"J009143cb","Black",1234,"NEW","B","M",1
"J009143cb","Black",1339,"OLD","W","M",1
"J009143cb","Black",1599,"OLD","B","F",1
"J009143cb","Black",1516,"NEW","W","M",0
"J009143cb","Black",1477,"NEW","B","M",0
"J009143cb","Black",1533,"NEW","W","F",0
"J00924332TJ","Black",2229,"OLD","W","M",1
"J00924332TJ","Black",18689,"OLD","B","F",1
"J00924332TJ","Black",19709,"OLD","B","M",1
"J00924332TJ","Black",3113,"OLD","B","M",1
"J00924332TJ","Black",1846,"OLD","B","M",1
"J00924332TJ","Black",1743,"NEW","W","M",0
"J00924332TJ","Black",4061,"OLD","B","M",1
"J00924332TJ","Black",2040,"OLD","B","F",1
"J00924332TJ","Black",1970,"NEW","W","M",0
"J00924332TJ","Black",2440,"OLD","B","F",1
"J00924332TJ","Black",8795,"NEW","B","F",0
"J00924332TJ","Black",2139,"OLD","B","M",1
"J00924332TJ","Black",3171,"OLD","B","F",1
"J00924332TJ","Black",2204,"OLD","B","M",1
"J00924332TJ","Black",1922,"OLD","W","F",1
"J00924332TJ","Black",1919,"OLD","W","M",1
"J00924332TJ","Black",1956,"OLD","W","F",0
"J00924332TJ","Black",2345,"OLD","B","M",1
"J00924332TJ","Black",18479,"OLD","W","F",0
"J00924332TJ","Black",1967,"OLD","B","M",1
"J00924332TJ","Black",2533,"OLD","B","F",1
"J00924332TJ","Black",4069,"OLD","W","M",1
"J00924332TJ","Black",2393,"OLD","B","M",1
"J00924332TJ","Black",2499,"OLD","W","F",1
"J00924332TJ","Black",12369,"OLD","W","F",1
"J00924332TJ","Black",2888,"NEW","B","F",0
"J00924332TJ","Black",1240,"OLD","W","F",0
"J00924332TJ","Black",2009,"OLD","W","F",1
"J00924332TJ","Black",2200,"OLD","W","M",1
"J00924332TJ","Black",2604,"OLD","W","M",1
"J00924332TJ","Black",2273,"OLD","B","F",1
"J00924332TJ","Black",3388,"OLD","W","F",1
"J00924332TJ","Black",6342,"OLD","W","M",1
"J00924332TJ","Black",4341,"OLD","W","F",1
"J00924332TJ","Black",4900,"NEW","W","F",0
"J00924332TJ","Black",2807,"NEW","W","M",0
"J00924332TJ","Black",8052,"NEW","B","M",1
"J00924332TJ","Black",4222,"OLD","B","F",1
"J00924332TJ","Black",3201,"OLD","B","M",1
"J00924332TJ","Black",2118,"NEW","W","F",0
"J00924332TJ","Black",1828,"NEW","B","F",1
"J00924332TJ","Black",2123,"NEW","B","F",0
"J00924332TJ","Black",2469,"NEW","W","M",0
"J00924332TJ","Black",2395,"NEW","W","F",1
"J00924332TJ","Black",6502,"NEW","W","F",1
"J00924332TJ","Black",2259,"NEW","B","M",0
"J00924332TJ","Black",2201,"NEW","B","M",0
"J00924332TJ","Black",2813,"NEW","W","M",0
"J00924332TJ","Black",2375,"NEW","B","M",0
"J00924332TJ","Black",2901,"NEW","W","F",0
"J00924332TJ","Black",1621,"NEW","W","F",0
"J00924332TJ","Black",3273,"NEW","W","F",0
"J00924332TJ","Black",3085,"OLD","W","M",0
"J00924332TJ","Black",1635,"NEW","B","M",0
"J00924332TJ","Black",11748,"NEW","B","F",1
"J00924332TJ","Black",1539,"NEW","B","F",1
"J00924332TJ","Black",3762,"NEW","B","F",0
"J00924332TJ","Black",1522,"NEW","W","M",0
"J00924332TJ","Black",1771,"NEW","B","M",0
"J00924332TJ","Black",2387,"OLD","B","F",0
"J00924332TJ","Black",2034,"OLD","W","M",0
"J00924332TJ","Black",2863,"OLD","B","F",1
"J00924332TJ","Black",1707,"OLD","W","M",1
"J00924332TJ","Black",2219,"NEW","W","F",0
"J00924332TJ","Black",1611,"NEW","W","M",0
"J00924332TJ","Black",2266,"NEW","B","M",0
"J00924332TJ","Black",3064,"OLD","B","F",1
"J00924332TJ","Black",1825,"NEW","B","M",0
"J00924332TJ","Black",1589,"NEW","W","F",0
"J00924332TJ","Black",3666,"NEW","W","F",0
"J00924332TJ","Black",5404,"NEW","B","M",0
"J00924332TJ","Black",3428,"NEW","B","M",0
"J00924332TJ","Black",1598,"OLD","W","F",1
"J00924332TJ","Black",3342,"NEW","W","M",0
"J00924332TJ","Black",4521,"NEW","B","F",0
"J00924332TJ","Black",2501,"OLD","W","M",1
"J00924332TJ","Black",3047,"NEW","W","M",0
"J00924332TJ","Black",2080,"NEW","B","F",0
"J00924332TJ","Black",3664,"NEW","B","F",0
"J00924332TJ","Black",1885,"NEW","W","M",0
"J00926853EC","Black",3800,"OLD","W","F",1
"J00926853EC","Black",2266,"NEW","W","M",1
"J00926853EC","Black",2595,"OLD","B","F",1
"J00926853EC","Black",4106,"NEW","B","F",0
"J00926853EC","Black",2629,"OLD","W","M",1
"J00926853EC","Black",2773,"OLD","B","F",1
"J00926853EC","Black",2821,"OLD","B","F",1
"J00926853EC","Black",10959,"NEW","W","F",0
"J00926853EC","Black",2419,"NEW","W","F",0
"J00926853EC","Black",2606,"OLD","W","M",1
"J00926853EC","Black",2815,"OLD","B","M",0
"J00926853EC","Black",2780,"NEW","W","F",0
"J00926853EC","Black",3377,"NEW","B","F",0
"J00926853EC","Black",4899,"OLD","B","F",1
"J00926853EC","Black",3053,"OLD","B","F",1
"J00926853EC","Black",3165,"NEW","W","F",0
"J00926853EC","Black",3003,"OLD","B","M",1
"J00926853EC","Black",3043,"OLD","W","F",1
"J00926853EC","Black",2953,"NEW","W","M",0
"J00926853EC","Black",2189,"NEW","B","F",0
"J00926853EC","Black",2720,"OLD","W","M",1
"J00926853EC","Black",2103,"OLD","B","M",1
"J00926853EC","Black",3282,"OLD","B","F",1
"J00926853EC","Black",2101,"NEW","B","F",0
"J00926853EC","Black",2869,"OLD","B","F",1
"J00926853EC","Black",3671,"OLD","W","M",1
"J00926853EC","Black",2429,"OLD","B","M",1
"J00926853EC","Black",4093,"OLD","B","M",0
"J00926853EC","Black",2679,"OLD","B","F",1
"J00926853EC","Black",9857,"OLD","B","M",0
"J00926853EC","Black",2247,"NEW","B","M",0
"J00926853EC","Black",2038,"OLD","W","F",1
"J00926853EC","Black",5038,"OLD","W","F",0
"J00926853EC","Black",8780,"NEW","W","M",0
"J00926853EC","Black",3385,"OLD","W","M",1
"J00926853EC","Black",2614,"NEW","B","F",0
"J00926853EC","Black",3405,"OLD","W","F",1
"J00926853EC","Black",3295,"NEW","B","M",0
"J00926853EC","Black",2868,"OLD","W","F",0
"J00926853EC","Black",2517,"NEW","W","M",0
"J00926853EC","Black",2466,"NEW","W","M",0
"J00926853EC","Black",4314,"NEW","W","F",0
"J00926853EC","Black",2398,"OLD","W","M",0
"J00926853EC","Black",2936,"OLD","B","M",1
"J00926853EC","Black",3527,"NEW","B","F",0
"J00926853EC","Black",2871,"NEW","B","M",0
"J00926853EC","Black",2979,"NEW","B","M",0
"J00926853EC","Black",2550,"NEW","B","M",0
"J00926853EC","Black",2604,"NEW","W","F",0
"J00926853EC","Black",5643,"NEW","W","M",0
"J00926853EC","Black",2526,"OLD","W","F",0
"J00926853EC","Black",2318,"NEW","B","F",0
"J00926853EC","Black",4217,"OLD","W","M",0
"J00926853EC","Black",3905,"OLD","B","M",0
"J00926853EC","Black",2277,"NEW","B","M",0
"J00926853EC","Black",4528,"NEW","B","F",0
"J00926853EC","Black",12877,"NEW","W","F",0
"J00926853EC","Black",2323,"OLD","W","F",1
"J00926853EC","Black",3423,"OLD","W","F",1
"J00926853EC","Black",2805,"NEW","B","M",0
"J00926853EC","Black",19613,"NEW","W","M",0
"J00926853EC","Black",3024,"NEW","B","F",0
"J00926853EC","Black",3103,"NEW","W","F",0
"J00926853EC","Black",2782,"NEW","W","M",0
"J00926853EC","Black",2272,"OLD","B","F",1
"J00926853EC","Black",2626,"NEW","B","M",1
"J00926853EC","Black",2368,"NEW","W","F",0
"J00926853EC","Black",3794,"OLD","B","F",0
"J00926853EC","Black",2322,"OLD","B","M",0
"J00926853EC","Black",2670,"OLD","W","M",1
"J00926853EC","Black",4933,"OLD","W","F",1
"J00926853EC","Black",2452,"OLD","W","M",1
"J00926853EC","Black",5091,"OLD","B","M",0
"J00926853EC","Black",2615,"OLD","W","M",1
"J00926853EC","Black",2791,"NEW","B","M",0
"J00926853EC","Black",2495,"NEW","B","F",0
"J00926853EC","Black",4240,"NEW","W","M",0
"J00926853EC","Black",2350,"NEW","W","M",0
"J00926853EC","Black",2776,"NEW","W","F",0
"J00926853EC","Black",2921,"NEW","B","M",0
"J00934210CC","Black",2795,"OLD","B","M",1
"J00934210CC","Black",2013,"OLD","W","F",1
"J00934210CC","Black",2033,"OLD","B","F",1
"J00934210CC","Black",1693,"OLD","W","F",1
"J00934210CC","Black",1829,"OLD","W","F",1
"J00934210CC","Black",3753,"NEW","W","F",0
"J00934210CC","Black",2208,"OLD","W","M",1
"J00934210CC","Black",1666,"OLD","W","M",1
"J00934210CC","Black",2542,"OLD","W","M",1
"J00934210CC","Black",2694,"OLD","B","M",1
"J00934210CC","Black",1963,"OLD","B","M",1
"J00934210CC","Black",2240,"OLD","W","M",0
"J00934210CC","Black",2293,"OLD","W","F",1
"J00934210CC","Black",3042,"OLD","W","F",0
"J00934210CC","Black",3826,"OLD","B","M",1
"J00934210CC","Black",2052,"OLD","W","M",1
"J00934210CC","Black",2419,"OLD","B","M",1
"J00934210CC","Black",2421,"NEW","W","M",0
"J00934210CC","Black",3410,"NEW","B","M",1
"J00934210CC","Black",2334,"OLD","W","M",1
"J00934210CC","Black",1638,"OLD","W","F",1
"J00934210CC","Black",1766,"OLD","B","M",1
"J00934210CC","Black",2089,"OLD","W","F",1
"J00934210CC","Black",1965,"NEW","B","M",0
"J00934210CC","Black",1789,"OLD","B","M",1
"J00934210CC","Black",1759,"OLD","B","F",1
"J00934210CC","Black",2256,"NEW","W","F",0
"J00934210CC","Black",2303,"OLD","W","M",1
"J00934210CC","Black",2678,"OLD","W","F",1
"J00934210CC","Black",2419,"OLD","W","F",1
"J00934210CC","Black",1946,"OLD","B","M",1
"J00934210CC","Black",2128,"OLD","B","F",1
"J00934210CC","Black",2393,"OLD","B","F",1
"J00934210CC","Black",2496,"OLD","B","F",1
"J00934210CC","Black",1936,"OLD","B","F",1
"J00934210CC","Black",1974,"OLD","B","F",1
"J00934210CC","Black",2021,"OLD","B","F",1
"J00934210CC","Black",1920,"NEW","B","F",0
"J00934210CC","Black",2581,"NEW","B","F",0
"J00934210CC","Black",1868,"OLD","W","M",1
"J00934210CC","Black",1709,"OLD","B","F",1
"J00934210CC","Black",2356,"OLD","W","F",1
"J00934210CC","Black",2621,"NEW","W","F",1
"J00934210CC","Black",3245,"NEW","W","M",1
"J00934210CC","Black",2214,"NEW","B","M",0
"J00934210CC","Black",2049,"NEW","B","M",1
"J00934210CC","Black",2129,"OLD","B","M",1
"J00934210CC","Black",2388,"NEW","B","M",0
"J00934210CC","Black",3065,"NEW","W","F",0
"J00934210CC","Black",1998,"NEW","B","M",1
"J00934210CC","Black",2221,"NEW","W","M",0
"J00934210CC","Black",7408,"NEW","W","F",1
"J00934210CC","Black",2815,"NEW","B","F",0
"J00934210CC","Black",2015,"OLD","B","F",1
"J00934210CC","Black",2757,"OLD","W","M",0
"J00934210CC","Black",2500,"NEW","B","M",0
"J00934210CC","Black",3754,"NEW","W","M",1
"J00934210CC","Black",2102,"NEW","W","F",0
"J00934210CC","Black",3909,"NEW","W","F",1
"J00934210CC","Black",2400,"NEW","W","M",0
"J00934210CC","Black",3451,"NEW","W","M",0
"J00934210CC","Black",2145,"NEW","W","F",0
"J00934210CC","Black",2019,"NEW","B","M",0
"J00934210CC","Black",2281,"NEW","B","F",0
"J00934210CC","Black",2381,"NEW","B","F",0
"J00934210CC","Black",2530,"NEW","B","F",0
"J00934210CC","Black",2477,"OLD","B","M",1
"J00934210CC","Black",2344,"NEW","B","M",0
"J00934210CC","Black",3214,"NEW","W","M",0
"J00934210CC","Black",1914,"NEW","B","F",0
"J00934210CC","Black",2785,"NEW","B","F",1
"J00934210CC","Black",2053,"NEW","B","F",0
"J00934210CC","Black",4883,"NEW","B","F",0
"J00934210CC","Black",2823,"NEW","B","M",1
"J00934210CC","Black",2048,"NEW","W","M",0
"J00934210CC","Black",1986,"NEW","W","F",0
"J00934210CC","Black",2257,"NEW","W","F",0
"J00934210CC","Black",1906,"OLD","W","M",1
"J00934210CC","Black",1957,"NEW","W","M",0
"J00934210CC","Black",2018,"NEW","W","M",0
"J00945071ih","Black",6186,"NEW","B","M",0
"J00945071ih","Black",2006,"OLD","B","F",1
"J00945071ih","Black",4525,"NEW","B","F",0
"J00945071ih","Black",2285,"OLD","W","F",1
"J00945071ih","Black",2529,"OLD","B","M",1
"J00945071ih","Black",3582,"OLD","W","F",1
"J00945071ih","Black",2596,"OLD","B","M",1
"J00945071ih","Black",2391,"OLD","B","F",0
"J00945071ih","Black",5353,"OLD","W","M",0
"J00945071ih","Black",3613,"OLD","W","F",0
"J00945071ih","Black",2231,"NEW","B","F",0
"J00945071ih","Black",2721,"OLD","B","M",0
"J00945071ih","Black",2197,"NEW","B","F",0
"J00945071ih","Black",2429,"NEW","W","F",0
"J00945071ih","Black",2419,"OLD","B","M",1
"J00945071ih","Black",4502,"NEW","B","M",0
"J00945071ih","Black",2505,"OLD","W","F",1
"J00945071ih","Black",5295,"OLD","W","F",1
"J00945071ih","Black",3058,"OLD","W","M",1
"J00945071ih","Black",2800,"OLD","B","M",0
"J00945071ih","Black",2338,"OLD","B","F",1
"J00945071ih","Black",4248,"NEW","B","F",0
"J00945071ih","Black",5127,"OLD","W","F",0
"J00945071ih","Black",10640,"OLD","W","M",1
"J00945071ih","Black",2444,"NEW","W","M",0
"J00945071ih","Black",7686,"OLD","B","M",1
"J00945071ih","Black",10046,"OLD","W","F",1
"J00945071ih","Black",5392,"NEW","W","M",0
"J00945071ih","Black",5658,"NEW","W","F",0
"J00945071ih","Black",2145,"NEW","W","F",0
"J00945071ih","Black",2180,"OLD","W","M",0
"J00945071ih","Black",3912,"OLD","W","M",1
"J00945071ih","Black",2778,"OLD","W","M",0
"J00945071ih","Black",2552,"OLD","B","F",1
"J00945071ih","Black",3339,"OLD","B","M",1
"J00945071ih","Black",7378,"OLD","W","F",1
"J00945071ih","Black",2992,"NEW","W","M",0
"J00945071ih","Black",2218,"OLD","B","F",1
"J00945071ih","Black",2581,"NEW","W","F",1
"J00945071ih","Black",4178,"NEW","W","M",0
"J00945071ih","Black",2808,"OLD","W","M",0
"J00945071ih","Black",32843,"OLD","W","M",1
"J00945071ih","Black",4097,"OLD","B","F",1
"J00945071ih","Black",9520,"NEW","B","F",0
"J00945071ih","Black",2558,"NEW","B","F",0
"J00945071ih","Black",15699,"NEW","W","F",0
"J00945071ih","Black",4420,"NEW","B","F",0
"J00945071ih","Black",2448,"NEW","W","F",0
"J00945071ih","Black",1984,"NEW","W","F",0
"J00945071ih","Black",6271,"OLD","W","M",1
"J00945071ih","Black",2316,"NEW","B","M",0
"J00945071ih","Black",4260,"OLD","B","F",1
"J00945071ih","Black",2491,"OLD","W","F",1
"J00945071ih","Black",2859,"OLD","B","F",1
"J00945071ih","Black",19950,"NEW","B","M",0
"J00945071ih","Black",7235,"NEW","W","M",0
"J00945071ih","Black",2508,"OLD","B","M",1
"J00945071ih","Black",1880,"NEW","W","F",0
"J00945071ih","Black",2775,"NEW","W","M",0
"J00945071ih","Black",2817,"OLD","B","F",1
"J00945071ih","Black",3247,"OLD","B","M",0
"J00945071ih","Black",2851,"OLD","B","M",0
"J00945071ih","Black",7807,"NEW","B","M",0
"J00945071ih","Black",2603,"NEW","B","M",0
"J00945071ih","Black",2824,"NEW","W","M",0
"J00945071ih","Black",3772,"NEW","B","M",0
"J00945071ih","Black",4427,"NEW","B","M",0
"J00945071ih","Black",2940,"NEW","W","F",0
"J00945071ih","Black",2222,"NEW","B","F",0
"J00945071ih","Black",21508,"OLD","W","F",1
"J00945071ih","Black",2839,"NEW","B","F",0
"J00945071ih","Black",19560,"NEW","B","F",0
"J00945071ih","Black",2133,"OLD","B","F",1
"J00945071ih","Black",5561,"OLD","W","M",1
"J00945071ih","Black",6929,"NEW","W","M",0
"J00945071ih","Black",3996,"NEW","W","M",0
"J00945071ih","Black",16322,"NEW","W","M",0
"J00945071ih","Black",2694,"NEW","B","M",0
"J00945071ih","Black",5615,"NEW","W","F",1
"J00945071ih","Black",2290,"NEW","B","M",0
"J00951218TP","Black",3181,"OLD","B","F",1
"J00951218TP","Black",2651,"OLD","W","M",0
"J00951218TP","Black",6695,"OLD","W","M",1
"J00951218TP","Black",3046,"OLD","B","F",1
"J00951218TP","Black",3181,"OLD","W","M",0
"J00951218TP","Black",3160,"NEW","W","F",0
"J00951218TP","Black",2551,"OLD","B","M",1
"J00951218TP","Black",2076,"OLD","B","M",1
"J00951218TP","Black",2839,"OLD","B","F",1
"J00951218TP","Black",2356,"OLD","B","F",1
"J00951218TP","Black",2722,"NEW","W","F",0
"J00951218TP","Black",2737,"OLD","B","F",1
"J00951218TP","Black",2176,"OLD","W","M",1
"J00951218TP","Black",2657,"NEW","W","M",0
"J00951218TP","Black",2894,"NEW","B","F",0
"J00951218TP","Black",2742,"NEW","B","M",0
"J00951218TP","Black",2513,"OLD","B","M",1
"J00951218TP","Black",3328,"OLD","W","M",0
"J00951218TP","Black",3723,"NEW","W","F",0
"J00951218TP","Black",3369,"OLD","B","M",1
"J00951218TP","Black",2948,"OLD","W","F",0
"J00951218TP","Black",3261,"OLD","W","M",0
"J00951218TP","Black",2399,"NEW","B","F",0
"J00951218TP","Black",2328,"NEW","B","M",0
"J00951218TP","Black",2956,"NEW","B","F",0
"J00951218TP","Black",2221,"NEW","W","M",0
"J00951218TP","Black",2387,"NEW","B","F",0
"J00951218TP","Black",5571,"OLD","W","F",1
"J00951218TP","Black",3991,"OLD","B","F",1
"J00951218TP","Black",2695,"OLD","B","F",1
"J00951218TP","Black",2302,"NEW","B","M",0
"J00951218TP","Black",2336,"NEW","W","M",0
"J00951218TP","Black",2390,"OLD","B","M",1
"J00951218TP","Black",2490,"OLD","W","M",0
"J00951218TP","Black",2495,"NEW","B","M",0
"J00951218TP","Black",3751,"NEW","W","M",1
"J00951218TP","Black",4135,"OLD","B","F",1
"J00951218TP","Black",2734,"OLD","B","M",0
"J00951218TP","Black",4281,"OLD","B","M",1
"J00951218TP","Black",3912,"OLD","B","F",1
"J00951218TP","Black",2232,"OLD","W","F",0
"J00951218TP","Black",1633,"NEW","W","M",0
"J00951218TP","Black",2707,"NEW","B","F",0
"J00951218TP","Black",2412,"OLD","W","M",0
"J00951218TP","Black",2781,"OLD","W","M",0
"J00951218TP","Black",1769,"NEW","B","M",0
"J00951218TP","Black",2633,"NEW","B","M",0
"J00951218TP","Black",2662,"NEW","B","M",0
"J00951218TP","Black",2300,"NEW","W","M",0
"J00951218TP","Black",2013,"OLD","B","M",1
"J00951218TP","Black",1960,"OLD","W","F",0
